Pulley Type,Alignment,Belt Tension (N),Belt Width(mm),Lagging Type,Temperature (Environment) C,Temperature (pulley) C,Vibrations (mm/s),Oil Contamination,Foreign Residue,Humidity ,Belt Length(feet),Time since last service(days),Inspection Checks (Cracks),Inspection Checks(Lagging),Number of Grooves,Response
4,3,7323,1800,1,32.19,38,3.8,1,1,0.8,6000,0,2,2,8,0
6,6,2447,1400,4,32.45,45,4.8,1,1,0.9,3000,3,1,2,6,1
1,0,21656,1900,4,44.12,38,1.2,1,4,0.5,6000,35,3,3,8,1
3,6,2722,1600,3,48.07,69,2.6,1,1,0.3,5000,1,1,1,8,0
4,0,9966,1900,3,46.44,60,2.5,3,4,0.5,1500,30,3,3,6,1
4,1,6758,1900,4,38.16,35,4.5,2,4,0.4,8000,10,1,1,12,1
7,3,18079,1900,4,43.61,49,2.9,4,2,0.6,5000,3,2,2,8,1
5,2,2062,1500,1,48.76,59,2.3,4,1,0.7,1500,19,2,1,10,1
2,0,1216,1100,5,33.74,41,3.2,4,1,0.6,5000,37,3,3,6,1
6,2,2448,1500,4,46.16,58,1.7,3,2,0.4,3000,5,2,1,10,0
6,2,2728,1500,2,37.31,30,2,2,2,0.6,3000,9,2,1,10,0
3,4,6068,1900,2,34.64,43,3.7,3,3,0.4,8000,27,1,1,10,0
3,2,21704,1900,2,46.02,66,1.8,4,4,0.8,3000,22,2,2,6,1
2,5,5833,1600,4,38.36,54,3.1,3,4,0.5,1500,21,2,2,6,1
2,2,1691,1200,4,36.14,29,2.1,3,4,0.7,3000,17,1,1,10,1
5,5,10855,1900,3,36.79,40,2.5,3,4,0.5,8000,40,3,1,12,1
4,2,4334,1600,5,34.24,48,2.8,2,2,0.4,1500,3,1,1,6,0
5,3,2924,1600,5,30.71,44,1.7,3,4,0.4,8000,20,2,1,10,1
1,1,12611,1700,4,33.1,32,4.6,2,2,0.8,1500,7,1,2,6,0
5,1,8801,1700,4,34.73,38,3.5,2,3,0.5,5000,3,2,1,8,1
7,4,18671,1900,1,40.3,48,3.4,3,3,0.7,5000,27,2,1,8,0
7,2,15619,1800,4,46.43,69,2.6,4,2,0.8,5000,4,1,1,12,1
7,5,6458,1900,3,47.4,66,3,3,1,0.7,1500,1,2,2,10,0
4,6,13670,1800,2,46.18,69,2.9,3,2,0.4,8000,10,1,1,8,0
4,3,2569,1400,4,32.39,25,2,4,2,0.5,1500,3,1,2,12,1
2,3,4661,1600,2,42.68,39,4.8,4,4,0.8,6000,35,3,3,10,1
7,6,17818,1700,5,44.94,40,2.1,1,2,0.8,3000,6,1,2,6,1
1,3,4638,1400,1,36.48,34,1.9,1,4,0.5,8000,33,3,3,6,1
7,1,16599,1900,4,46.77,62,2.1,2,3,0.8,5000,5,1,1,10,1
3,6,21894,1800,1,40.34,51,2.5,4,3,0.6,3000,33,3,3,10,1
6,1,3329,1400,3,31.64,33,4.9,1,3,0.5,3000,8,1,1,12,1
6,6,2046,1500,2,45.71,60,1.1,2,4,0.6,3000,7,2,2,10,1
4,0,15813,1800,3,33.67,49,3.1,4,4,0.6,6000,38,3,3,8,1
7,0,4555,1400,1,30.47,42,3.6,1,3,0.3,5000,0,1,1,8,1
5,2,8564,1700,3,44.55,43,4.6,1,1,0.6,3000,6,1,1,12,0
3,4,19738,1900,4,43.4,43,1,3,3,0.5,8000,25,1,2,12,0
1,4,10204,1700,4,38.79,43,1,3,4,0.9,6000,34,3,3,12,1
6,0,4243,1500,3,47.72,66,1.2,1,4,0.7,3000,35,3,3,10,1
5,5,9662,1700,3,31.24,46,1.3,3,1,0.7,3000,4,1,1,6,0
5,5,13003,1700,2,48.97,68,3.5,2,4,0.6,1500,9,1,2,12,1
4,0,21043,1800,3,34.43,34,2.4,3,1,0.9,3000,9,1,2,6,1
2,0,2608,1600,1,34.68,47,3.9,1,3,0.4,3000,0,2,1,6,0
7,0,17400,1900,2,42.36,50,2.9,2,4,0.7,1500,8,2,1,10,1
3,3,11494,1900,4,32.56,37,1.9,1,1,0.7,6000,10,1,1,6,0
5,0,9863,1800,1,44.89,53,4.4,3,2,0.7,8000,9,1,1,10,0
1,6,21401,1800,1,40.54,48,1.2,2,2,0.5,5000,4,2,2,12,0
4,3,20162,1900,2,49.42,69,4.3,4,4,0.6,8000,38,3,3,10,1
2,2,1193,1200,2,33.17,33,1.1,1,4,0.4,3000,32,3,3,8,1
5,6,8844,1900,5,41.5,54,3.4,4,1,0.7,1500,37,3,3,6,1
7,2,16218,1700,2,35.45,29,4.5,1,2,0.7,1500,8,1,1,8,1
3,6,10526,1800,4,41.45,41,3.7,1,2,0.6,8000,8,2,1,10,1
2,3,2835,1400,3,35.2,43,3.6,3,3,0.8,6000,21,2,1,8,0
4,2,2593,1600,1,35.41,27,4.9,2,3,0.7,6000,4,1,1,12,0
4,0,4888,1400,5,42.67,36,4.8,3,1,0.8,8000,8,1,1,8,0
6,4,3099,1600,3,31.96,44,2.6,2,1,0.6,3000,6,2,2,8,0
4,6,6786,1700,2,33.29,25,4.8,3,4,0.9,6000,20,2,2,8,1
2,6,4422,1500,2,34.32,31,2.1,2,2,0.8,6000,10,2,1,12,1
3,5,17905,1900,4,42.39,54,3,1,2,0.6,8000,9,2,2,8,1
2,3,3995,1500,1,31.48,27,2.4,2,1,0.5,3000,7,1,2,6,0
7,1,11785,1800,2,42.61,44,3.8,3,1,0.8,1500,1,1,1,10,0
7,0,6743,1700,2,36.83,45,1.7,4,2,0.5,3000,6,2,1,12,1
2,3,3980,1400,4,30.81,32,3.1,3,2,0.8,1500,8,2,2,8,0
2,0,5466,1500,4,35.05,33,4.4,1,1,0.4,1500,2,2,2,8,0
3,3,9004,1700,1,37.25,50,1.9,3,1,0.8,3000,8,1,1,8,1
7,3,15277,1900,5,49.55,60,1.8,4,1,0.3,1500,37,3,3,12,1
7,5,6681,1700,1,38.9,49,2,3,4,0.6,3000,23,1,1,6,1
7,4,17353,1800,1,43.93,52,4.1,3,2,0.8,3000,5,2,2,12,1
4,0,4982,1400,3,45.94,58,1.6,3,2,0.8,1500,6,2,1,12,0
6,6,2235,1600,5,37.54,48,4.2,2,1,0.9,3000,6,2,1,12,0
3,6,17933,1800,4,33.95,26,2.3,1,4,0.8,5000,35,3,3,12,1
1,2,10478,1800,3,41.32,47,1.4,1,1,0.8,5000,9,1,2,12,0
5,1,16275,1800,2,40.5,42,2.6,1,1,0.5,3000,8,1,2,6,0
6,2,2050,1400,5,39.54,43,2.6,1,3,0.8,3000,10,2,2,8,0
6,6,3978,1500,2,42.84,48,4.9,2,1,0.4,3000,8,1,1,10,1
3,3,12440,1800,1,38.88,46,3.8,4,3,0.9,1500,17,2,2,12,1
2,3,5757,1600,4,46.65,63,4.4,3,3,0.5,5000,34,3,3,10,1
6,0,4835,1600,1,43.32,38,2.8,4,4,0.5,3000,18,2,2,6,1
2,4,1390,1200,1,36.54,35,1.6,4,3,0.8,3000,36,3,3,10,1
4,5,3627,1500,4,32.1,41,3.1,3,4,0.8,5000,35,3,3,6,1
7,3,19250,1700,3,41.54,51,2.2,2,1,0.7,1500,8,1,2,10,0
7,1,11869,1700,3,30.42,36,4.4,3,1,0.6,5000,0,1,2,6,0
2,3,5463,1600,1,33.85,36,3.3,3,3,0.8,6000,11,1,1,8,0
5,0,11844,1900,1,31.18,50,1.3,3,1,0.8,1500,6,2,2,10,0
7,0,11508,1700,3,34.31,28,4.2,4,3,0.5,1500,29,2,1,12,1
2,1,3952,1500,4,43.44,55,4.4,2,1,0.7,1500,6,1,1,6,0
6,1,2405,1500,4,39.45,44,3,1,1,0.7,3000,7,1,2,6,0
7,2,10663,1700,4,40.36,38,2.1,3,3,0.5,5000,29,1,2,6,0
4,1,9638,1800,2,34.47,28,2.8,4,1,0.5,6000,18,2,2,12,1
1,1,13107,1700,1,36.7,26,4.7,3,4,0.9,8000,39,3,3,8,1
4,1,4126,1400,2,48.47,55,2.6,3,3,0.7,8000,48,2,1,12,1
4,3,12084,1700,3,39.53,52,1.3,1,4,0.8,5000,39,3,3,8,1
6,5,2200,1400,2,48.92,60,2.4,4,4,0.7,3000,32,3,3,12,1
7,5,20245,1800,1,37.48,43,1.2,4,4,0.9,3000,29,2,1,8,1
3,5,11614,1700,5,37.42,37,1.6,4,1,0.6,3000,28,1,2,12,1
3,0,9124,1800,4,48.26,66,4.3,2,2,0.5,6000,7,2,1,10,0
3,2,13291,1800,1,43.38,49,3.3,2,2,0.3,5000,10,2,1,10,1
3,6,17394,1700,2,36.48,41,3,1,2,0.7,1500,9,2,1,6,0
6,6,2734,1600,3,47.51,56,1.8,4,1,0.3,3000,30,3,3,10,1
6,5,2495,1500,4,48.71,69,1.4,3,1,0.7,3000,8,1,2,12,0
2,4,3878,1600,1,31.35,45,1,4,3,0.7,1500,38,3,3,6,1
2,6,5727,1400,3,49.03,70,4,1,3,0.6,5000,9,1,2,10,1
6,0,2465,1400,3,44.19,38,1.2,2,3,0.7,3000,10,2,1,8,1
1,0,9901,1900,4,39.34,50,1.4,3,1,0.4,3000,7,2,2,8,0
7,4,11085,1900,1,38.32,54,1.9,3,3,0.9,5000,47,3,3,8,1
2,5,2829,1500,5,41.89,42,2.7,3,3,0.7,1500,35,3,3,8,0
5,5,20757,1900,1,33.25,50,4.4,2,2,0.8,3000,3,2,2,6,1
1,0,7635,1900,5,43.75,40,5,4,4,0.6,8000,24,1,1,6,1
5,0,21332,1700,3,41.53,35,2.9,3,4,0.5,5000,21,1,1,10,1
1,2,20919,1800,1,31.5,26,4,3,1,0.5,1500,10,1,1,8,0
2,0,5085,1500,1,45.11,63,4,2,2,0.4,3000,8,2,1,12,0
5,6,4906,1500,3,48.53,70,4.2,4,4,0.6,5000,33,3,3,6,1
1,3,6453,1900,5,30.15,50,3.5,2,3,0.4,8000,6,1,2,8,0
4,1,12991,1900,3,46.19,56,4.8,2,4,0.6,1500,10,2,2,12,1
5,0,5121,1500,4,31.95,32,3.1,1,4,0.5,6000,29,1,2,10,1
1,0,13307,1800,1,35.59,27,2.9,2,4,0.4,5000,10,2,2,12,1
4,5,8374,1700,1,39.54,50,1.6,4,2,0.7,1500,7,1,2,10,1
4,4,2561,1600,1,41.47,54,2.1,1,3,0.7,8000,8,2,2,12,0
2,0,4128,1400,3,44.12,43,4.6,3,4,0.3,3000,18,2,2,12,1
4,0,3574,1600,3,36.91,29,2.9,3,1,0.7,1500,7,2,2,10,0
7,3,20323,1800,3,34.53,27,5,4,4,0.9,5000,36,3,3,12,1
7,5,16409,1800,2,35.81,29,1.6,4,4,0.5,5000,29,1,2,8,1
3,0,11440,1700,5,48.77,68,1,2,3,0.3,3000,9,2,2,8,0
6,4,4744,1400,1,43.41,51,1.7,4,4,0.6,3000,25,1,2,12,1
7,2,5951,1500,5,48.96,59,2.7,4,1,0.9,3000,40,2,2,8,1
4,3,16570,1700,5,39.99,52,1.6,2,2,0.6,8000,6,1,1,8,0
3,5,1869,1100,5,46.77,55,4,3,1,0.6,5000,5,1,1,8,1
6,6,2125,1400,1,43.79,37,3.7,2,2,0.4,3000,7,1,2,6,0
6,3,4801,1500,3,41.93,48,1.2,4,4,0.7,3000,29,1,1,10,1
7,4,17600,1900,4,37.97,44,3.3,1,4,0.5,5000,18,2,2,10,1
7,3,13609,1800,3,42.77,54,1.5,4,2,0.3,1500,3,1,2,6,1
4,1,12693,1700,2,41.36,49,4.3,2,3,0.4,8000,5,1,1,10,1
1,5,12504,1800,3,44.45,40,3.1,1,3,0.4,5000,6,2,2,12,1
6,1,2665,1600,4,49.79,68,4.1,3,4,0.8,3000,16,2,1,12,1
3,4,18430,1700,2,41.46,46,1.1,1,1,0.5,1500,2,2,1,12,0
6,3,4833,1400,4,33.29,46,1.5,2,3,0.7,3000,8,2,1,10,0
2,3,5067,1600,4,43.38,46,2,1,2,0.5,6000,10,2,2,12,1
7,5,18085,1900,5,46.9,70,2.3,2,1,0.4,5000,8,2,1,12,0
7,4,16412,1800,4,44.36,55,1.7,2,1,0.4,3000,6,2,1,6,0
2,6,3979,1400,3,48.4,63,4.8,3,3,0.4,1500,11,2,2,8,0
1,4,5379,1600,4,39.26,45,3.2,2,3,0.8,6000,9,1,1,10,0
6,4,3886,1400,3,43.73,35,1.9,1,3,0.5,3000,9,2,2,12,1
6,3,4474,1600,4,31.09,25,4.8,2,3,0.3,3000,8,1,1,8,0
2,6,4971,1600,2,44.54,37,4.7,4,4,0.6,6000,15,2,2,10,1
1,4,18273,1800,4,45.21,68,2,2,4,0.8,8000,5,2,1,12,1
4,2,7455,1700,1,42.47,47,1.8,2,3,0.7,6000,3,1,2,10,0
7,0,9337,1800,1,35.66,41,1.5,4,4,0.4,5000,39,3,3,10,1
7,6,9851,1900,3,48.96,59,4.6,1,3,0.9,3000,4,2,1,12,0
6,2,2158,1400,5,34.18,37,4.1,1,3,0.8,3000,6,1,2,8,0
2,0,1186,1100,2,49.87,63,1.6,3,4,0.5,5000,21,1,2,12,1
3,4,11793,1800,2,31.07,34,1.7,3,1,0.4,3000,7,1,2,12,0
1,5,21236,1800,2,48.41,63,4.2,4,1,0.6,5000,16,1,2,12,1
5,0,2928,1500,2,40.29,39,1.4,1,4,0.3,8000,22,2,2,12,1
2,4,5746,1400,2,40.44,47,4.9,1,1,0.9,1500,10,2,1,10,1
1,2,4032,1900,1,31.85,38,1.5,4,4,0.3,3000,19,1,1,8,1
5,4,9902,1800,3,44.65,41,3.8,4,1,0.6,5000,32,3,3,10,1
5,5,21546,1700,3,38.43,40,2.6,4,4,0.8,5000,38,3,3,10,1
4,5,11369,1700,3,31.68,48,4.2,1,4,0.5,5000,22,2,1,6,1
7,2,8070,1900,1,32.7,29,1.5,1,1,0.6,1500,4,1,1,6,1
4,1,7542,1800,3,39.61,45,4.9,3,4,0.6,6000,38,3,3,10,1
7,6,4350,1400,5,35.32,50,2.6,3,1,0.6,3000,6,1,1,12,0
4,5,20255,1800,2,37.08,31,3.7,2,3,0.8,8000,8,1,2,12,1
5,4,4550,1500,2,45.6,62,1.6,3,4,0.4,8000,22,1,1,12,1
1,0,2517,1800,3,36.92,28,3.7,2,4,0.9,5000,6,2,2,12,1
1,4,6118,1800,3,48.61,69,2,3,3,0.6,5000,39,3,3,12,0
4,0,3509,1500,1,42.94,36,1.2,3,2,0.5,8000,10,1,1,6,1
4,5,16051,1700,3,48.53,65,1.6,2,2,0.8,5000,4,1,2,10,0
6,3,2052,1400,5,45.19,62,4.4,1,1,0.5,3000,3,2,1,12,0
3,6,11778,1800,3,41.7,54,3.2,3,3,0.5,5000,31,3,3,8,0
1,4,16742,1900,5,32.85,50,4.1,3,1,0.9,3000,10,1,2,8,1
7,0,17924,1900,4,30.27,45,2.6,1,1,0.6,1500,4,1,1,10,0
3,4,7026,1900,4,36.82,37,4.4,4,4,0.9,3000,23,2,1,10,1
5,4,19624,1800,3,45.42,58,1.4,1,1,0.5,1500,7,1,2,8,0
7,1,4959,1500,4,43.87,42,1.7,4,3,0.5,5000,24,1,1,8,1
5,1,13751,1700,5,35.08,39,1.5,4,2,0.8,1500,8,1,2,10,1
1,5,5493,1600,3,33.11,39,4.7,3,2,0.4,6000,6,2,2,8,1
4,5,18598,1700,5,33.88,28,3.1,1,1,0.4,8000,1,2,2,12,0
1,5,9632,1700,1,45.21,58,3.2,4,1,0.7,8000,36,3,3,12,1
1,1,19655,1900,4,33.46,36,3.9,1,4,0.8,3000,20,1,1,8,1
2,6,5368,1400,3,37.59,39,3.8,3,1,0.3,1500,10,1,2,12,0
1,2,12271,1900,1,38.09,42,3,1,4,0.6,8000,35,3,3,12,1
4,0,11626,1900,4,36.76,29,2.1,4,3,0.9,1500,18,1,2,8,1
2,1,3638,1400,4,34.15,35,3,1,3,0.6,6000,8,2,2,8,0
5,4,7909,1800,3,34.05,30,4.5,1,3,0.5,8000,7,1,1,10,1
1,3,7288,1800,4,41.91,54,2.4,1,3,0.3,5000,6,2,1,12,1
5,2,11026,1800,5,35.13,44,1.5,1,1,0.6,1500,4,1,2,8,0
3,0,16413,1800,5,44.05,39,1.7,4,4,0.6,5000,34,3,3,8,1
7,6,9975,1700,5,35.26,46,2.9,2,3,0.9,1500,3,2,1,10,1
2,6,2651,1400,5,49.01,58,3.3,2,1,0.8,1500,7,2,1,10,0
7,5,5987,1600,1,31.41,25,2.8,4,3,0.7,3000,28,1,2,8,1
5,1,20130,1800,1,47.1,61,4.2,3,4,0.5,8000,26,2,1,12,1
5,4,12400,1800,4,34.65,34,1.3,2,3,0.6,5000,6,1,1,8,0
1,5,17138,1700,1,43.84,42,5,4,2,0.3,8000,4,1,2,8,1
4,2,10592,1900,3,33.99,32,2.9,3,1,0.4,6000,3,2,2,8,0
1,1,16973,1900,2,31.3,27,4.8,4,4,0.7,1500,36,3,3,6,1
5,0,2962,1600,2,42.08,50,4.2,3,3,0.6,3000,18,1,1,12,1
7,0,5880,1600,2,38.28,54,4.7,4,2,0.8,1500,4,2,2,10,1
7,2,6049,1900,3,35.15,30,2.4,2,2,0.7,1500,6,1,2,6,0
5,0,17839,1700,3,36.15,34,2.2,4,3,0.7,1500,24,2,1,8,1
1,3,3152,1800,3,47.34,63,3,4,1,0.5,5000,18,1,2,12,1
7,2,20876,1700,5,32.93,29,4.6,3,2,0.8,5000,5,2,2,6,0
1,2,3553,1500,2,46.77,56,2.5,1,2,0.7,6000,6,2,2,10,0
5,5,15978,1900,4,44.71,38,3.9,3,2,0.5,5000,7,2,1,6,0
1,0,12355,1900,3,39.69,45,3.1,2,4,0.7,6000,3,1,1,6,1
3,4,21804,1700,5,35.06,41,1.7,3,3,0.9,6000,48,4,4,10,1
6,1,3601,1400,5,31.98,43,2.1,2,4,0.4,3000,7,2,1,12,1
1,4,13866,1900,3,37.26,47,2.6,1,3,0.5,1500,2,1,1,6,0
2,3,2201,1400,1,41.75,42,3.6,4,4,0.8,1500,25,1,2,12,1
1,2,14955,1800,3,42.08,44,2,4,4,0.8,5000,31,3,3,12,1
6,1,2972,1400,5,32.92,42,2,4,3,0.5,3000,19,1,2,10,1
1,4,2425,1600,4,35.79,28,2.3,4,2,0.7,6000,6,2,2,10,1
2,3,2984,1400,4,39.36,42,2,4,2,0.6,1500,5,1,2,10,1
1,3,19294,1800,2,35.36,43,3.7,1,4,0.3,5000,26,2,2,12,1
4,3,8842,1900,5,32.11,25,3.2,1,4,0.7,8000,28,1,2,12,1
5,2,13511,1900,3,39.97,38,1.5,4,1,0.5,6000,36,3,3,6,1
4,4,2151,1600,3,33.41,49,4.8,2,3,0.4,5000,9,2,2,10,0
6,6,2087,1400,3,37.32,31,1.9,1,4,0.6,3000,35,3,3,6,1
5,5,19240,1800,5,42.16,39,2.2,3,2,0.5,5000,4,1,2,10,0
5,0,13075,1900,4,49.75,58,4,4,4,0.6,8000,20,1,1,6,1
1,6,18452,1900,2,42.96,46,4.2,3,3,0.5,6000,39,3,3,10,0
1,4,14171,1900,4,34.79,25,3.2,3,3,0.3,8000,35,3,3,12,0
7,1,18848,1900,1,42.11,39,2.5,1,3,0.9,1500,1,2,2,6,0
6,2,4224,1400,1,38.14,52,4.8,1,4,0.8,3000,29,2,2,12,1
6,2,2038,1600,3,41.98,37,4.3,1,4,0.6,3000,31,3,3,8,1
2,4,3323,1400,4,44.9,53,3.3,2,2,0.7,1500,8,1,1,6,1
5,4,9796,1700,3,34.41,43,2.1,3,1,0.7,5000,0,2,2,10,0
6,0,2092,1400,1,48.93,69,1.4,4,4,0.8,3000,39,3,3,6,1
2,4,5097,1600,3,43.39,38,1.4,2,4,0.8,6000,5,2,1,6,1
2,0,4293,1400,2,38.5,52,3.5,4,1,0.3,3000,38,3,3,12,1
3,0,19234,1900,3,36.74,25,1.6,3,4,0.5,3000,15,2,1,12,1
1,5,8622,1900,1,40.51,37,2.8,3,1,0.4,1500,8,1,2,8,1
4,2,3018,1600,4,42.45,46,3.9,4,3,0.8,3000,22,1,1,10,1
5,4,8697,1700,4,38.47,37,4.1,2,3,0.5,1500,8,2,2,6,0
6,1,2354,1500,1,30.43,35,1.9,2,2,0.4,3000,6,1,1,6,0
4,6,21047,1800,3,36.93,35,1.8,2,1,0.7,5000,6,1,2,6,0
1,4,20824,1900,5,36.53,49,1.4,2,4,0.8,6000,5,2,2,12,1
5,6,5086,1500,2,36.24,31,1.7,1,4,0.4,3000,32,3,3,8,1
6,4,4641,1600,4,43.33,39,3.8,2,4,0.4,3000,4,1,1,8,1
5,1,14485,1800,3,41.36,50,3.7,3,1,0.7,6000,9,1,2,12,1
4,6,9185,1800,1,33.46,41,2.3,3,1,0.4,5000,0,1,1,10,0
2,0,2266,1400,4,39.63,38,4.2,4,1,0.8,3000,39,3,3,12,1
1,2,4871,1600,3,35.76,25,4.6,1,1,0.6,1500,7,1,2,12,0
6,2,2541,1500,4,34.41,33,1.7,4,4,0.5,3000,16,1,1,10,1
6,4,3932,1400,2,42.13,37,3.7,1,3,0.8,3000,3,2,2,6,0
3,2,7202,1900,3,34.83,49,3.9,2,1,0.7,6000,7,1,1,12,1
5,0,8347,1900,4,41.66,47,2,1,3,0.8,3000,2,2,2,8,0
6,3,3945,1500,2,32.38,42,4.1,4,4,0.7,3000,21,2,1,10,1
6,3,2029,1500,3,32.14,27,4.6,2,4,0.8,3000,8,2,1,6,1
4,3,12767,1800,4,39.01,53,1.9,4,4,0.8,5000,19,1,1,6,1
4,4,18252,1900,2,37.67,44,1.3,3,2,0.6,5000,9,2,2,6,0
6,4,2879,1600,2,41.29,55,2.2,1,1,0.5,3000,10,2,1,12,0
6,5,4861,1600,4,49.56,59,1.1,2,2,0.6,3000,10,1,2,10,0
6,1,2352,1500,3,36.49,49,2.4,4,1,0.4,3000,22,2,2,12,1
1,2,15350,1700,4,35.22,34,2.3,4,4,0.6,8000,22,1,1,8,1
6,3,2453,1400,4,39.94,46,4.5,4,2,0.8,3000,7,1,1,6,1
7,6,18905,1700,4,43.83,47,4.6,3,4,0.7,5000,16,2,1,8,1
6,1,4305,1600,3,36.56,39,1.2,3,1,0.4,3000,4,1,2,12,0
7,0,7034,1900,4,35.24,50,4.4,1,1,0.9,1500,10,1,2,10,0
3,4,11037,1900,1,41.07,43,1.9,1,4,0.6,8000,31,3,3,12,1
7,5,20935,1700,2,48.84,56,2.4,4,1,0.4,1500,23,1,2,8,1
2,2,2051,1600,1,39.45,37,4.4,4,3,0.6,3000,39,3,3,6,1
2,0,1201,1100,4,49.4,63,3.3,4,3,0.9,5000,33,3,3,12,1
1,5,7600,1800,3,38.63,50,2.4,4,2,0.9,8000,10,2,2,8,1
7,2,13625,1700,3,41.84,52,1.3,1,2,0.7,3000,9,1,2,8,0
3,5,15627,1900,5,35.25,48,2.3,1,1,0.9,5000,1,1,2,10,1
1,6,8297,1800,2,36.69,29,1.1,2,3,0.5,5000,5,1,1,12,0
4,5,14611,1700,2,42.15,53,4,2,4,0.4,5000,5,1,1,10,1
2,3,2828,1500,2,31.32,27,1.7,1,2,0.5,3000,3,2,2,12,0
6,3,4572,1400,2,46.3,58,3.8,3,4,0.8,3000,24,2,2,10,1
2,1,2715,1500,4,39.97,46,4.9,3,3,0.8,1500,17,2,2,10,1
4,2,17592,1700,3,38.54,37,4.1,1,3,0.4,3000,7,2,1,10,1
3,3,8084,1900,4,45.1,62,2.6,4,1,0.4,6000,32,3,3,10,1
1,5,11158,1700,5,34.38,45,3.5,1,2,0.3,6000,8,1,2,12,0
6,4,4609,1600,4,35.06,45,1.4,1,3,0.7,3000,6,2,2,12,0
7,0,21364,1900,2,49.21,67,1.3,4,3,0.5,5000,21,1,2,8,1
3,4,3767,1400,3,37.44,25,5,4,3,0.7,8000,35,3,3,6,1
7,5,3635,1500,3,44.9,55,2,2,2,0.7,3000,9,1,1,10,0
1,0,5256,1600,2,32.67,40,3.1,2,2,0.8,6000,7,1,1,12,1
5,3,19645,1900,2,30.72,43,2.2,4,3,0.5,6000,37,3,3,12,1
2,4,2249,1500,1,34.58,38,3.9,2,3,0.6,3000,9,2,1,8,1
2,3,4158,1400,1,30.78,37,3.5,3,1,0.8,1500,7,1,1,6,1
6,4,4151,1400,2,42.69,54,4.8,3,3,0.6,3000,39,3,3,12,0
6,2,3118,1600,2,46.7,58,2,2,4,0.7,3000,5,2,1,10,1
7,6,5917,1400,2,32.52,46,4.8,4,2,0.7,1500,8,2,1,10,1
2,2,4510,1500,1,43.95,39,2.2,4,3,0.7,3000,32,3,3,12,1
6,0,4126,1600,4,33.11,44,4.8,4,2,0.4,3000,10,1,2,6,1
7,5,6676,1800,2,45.77,70,3.6,3,2,0.4,1500,9,1,1,10,0
7,0,11453,1700,5,46.3,59,2.2,1,3,0.9,3000,9,2,1,6,0
6,6,4457,1600,1,43.48,52,5,1,4,0.3,3000,25,1,1,12,1
2,0,1767,1200,4,31.28,44,1.5,4,3,0.8,6000,40,4,1,8,1
2,1,5512,1400,4,47.66,56,3.3,2,4,0.6,1500,3,1,1,6,1
7,5,18678,1800,2,45.91,70,2,1,4,0.4,1500,21,1,2,6,1
7,0,18502,1900,2,47.87,58,4.8,3,1,0.8,1500,5,2,2,10,0
1,2,16948,1900,2,34.24,32,2.1,4,2,0.7,8000,4,1,2,6,1
5,3,7128,1700,5,35.64,42,2.4,2,2,0.5,5000,6,2,1,10,0
5,5,5845,1400,3,49.42,57,3.3,2,4,0.5,8000,10,2,2,8,1
4,4,17105,1900,4,33.35,45,1.9,1,1,0.8,5000,10,2,2,6,1
4,3,7804,1700,3,38.7,41,2.1,1,2,0.6,6000,10,1,1,8,1
3,3,10230,1700,3,43.06,52,3.1,1,4,0.5,8000,26,1,1,6,1
4,3,21980,1800,4,40.96,43,4.3,2,1,0.6,6000,3,1,2,12,1
3,6,18140,1700,4,38.61,49,3.7,2,4,0.9,3000,3,2,1,6,1
5,3,1902,1200,5,32.83,39,3.3,4,2,0.9,8000,7,2,2,6,1
5,4,8331,1900,5,36.74,49,4.6,1,2,0.4,1500,5,2,1,6,0
1,5,19427,1800,5,39.06,49,3.3,3,2,0.7,5000,8,1,1,12,0
2,4,5808,1500,2,41.63,37,3.8,3,4,0.8,1500,34,3,3,10,1
1,5,17074,1800,1,48.67,57,4.2,4,1,0.7,8000,34,3,3,10,1
7,0,10208,1700,2,44.61,36,3.7,3,3,0.4,3000,10,1,2,8,0
4,2,5823,1500,5,47.16,59,4.8,3,1,0.5,6000,9,1,1,6,1
4,0,14740,1700,2,37.09,33,4.3,2,3,0.8,1500,8,2,1,10,1
3,3,2189,1400,5,47.34,70,4.1,2,1,0.3,8000,7,2,2,10,0
6,0,2681,1600,2,42.73,53,4.9,4,4,0.5,3000,20,2,1,10,1
4,0,11635,1800,1,31.46,47,3.9,1,3,0.4,6000,7,2,2,12,1
4,6,21284,1800,4,39.61,47,3.6,1,3,0.9,3000,10,1,1,10,0
2,1,5222,1600,2,48.7,59,1.4,2,1,0.7,5000,6,2,2,8,0
6,5,2947,1400,3,41.95,42,4.5,4,4,0.8,3000,25,1,1,12,1
1,0,11511,1700,3,37.83,48,2.2,1,4,0.5,1500,16,2,1,8,1
7,3,2177,1400,2,43.55,51,4.3,3,2,0.6,1500,8,2,1,10,0
6,2,2666,1600,4,45.62,63,4.4,2,4,0.7,3000,10,1,1,8,1
1,3,13545,1800,4,35.02,27,3.2,2,2,0.4,6000,5,1,1,12,1
1,4,10485,1700,5,33.69,33,3.1,2,3,0.3,6000,3,2,1,8,0
1,4,6340,1900,5,42.01,48,4,1,2,0.8,6000,8,1,1,8,1
4,0,10126,1900,4,45.54,59,1.3,1,3,0.8,5000,3,2,2,12,0
5,2,3045,1400,1,34,49,2.9,4,4,0.4,3000,24,2,2,8,1
1,5,11828,1800,3,48.65,61,2.4,3,2,0.4,5000,9,2,2,12,1
